druh_duchodu_kod,druh_duchodu,pohlavi_kod,pohlavi,referencni_obdobi,vyse_duchodu_kod,vyse_duchodu,pocet_nove_priznanych_duchodu
PK_SD,Starobní důchod SD,T,Celkem,2019,I13000T13499,13000-13499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I13500T13999,13500-13999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I14000T14499,14000-14499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I14500T14999,14500-14999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I15000T15499,15000-15499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I15500T15999,15500-15999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I16000T16499,16000-16499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I16500T16999,16500-16999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I17000T17499,17000-17499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I17500T17999,17500-17999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I1T2999,1-2999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I3000T3499,3000-3499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I3500T3999,3500-3999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I4000T4499,4000-4499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I4500T4999,4500-4999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I5000T5199,5000-5199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I5200T5399,5200-5399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I5400T5599,5400-5599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I5600T5799,5600-5799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I5800T5999,5800-5999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I6000T6199,6000-6199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I6200T6399,6200-6399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I6400T6599,6400-6599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I6600T6799,6600-6799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I6800T6999,6800-6999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I7000T7199,7000-7199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I7200T7399,7200-7399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I7400T7599,7400-7599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I7600T7799,7600-7799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I7800T7999,7800-7999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I8000T8199,8000-8199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I8200T8399,8200-8399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I8400T8599,8400-8599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I8600T8799,8600-8799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I8800T8999,8800-8999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I9000T9199,9000-9199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I9200T9399,9200-9399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I9400T9599,9400-9599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I9600T9799,9600-9799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I9800T9999,9800-9999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I_GE18000,18000+,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I_T,Celkem,0.0
PK_SD,Starobní důchod SD,T,Celkem,2019,I_X,Neudáno,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I10000T10499,10000-10499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I10500T10999,10500-10999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I11000T11499,11000-11499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I11500T11999,11500-11999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I12000T12199,12000-12199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I12200T12399,12200-12399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I12400T12599,12400-12599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I12600T12799,12600-12799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I12800T12999,12800-12999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I13000T13199,13000-13199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I13200T13399,13200-13399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I13400T13599,13400-13599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I13600T13799,13600-13799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I13800T13999,13800-13999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I14000T14199,14000-14199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I14200T14399,14200-14399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I14400T14599,14400-14599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I14600T14799,14600-14799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I14800T14999,14800-14999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I15000T15199,15000-15199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I15200T15399,15200-15399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I15400T15599,15400-15599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I15600T15799,15600-15799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I15800T15999,15800-15999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I16000T16199,16000-16199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I16200T16399,16200-16399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I16400T16599,16400-16599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I16600T16799,16600-16799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I16800T16999,16800-16999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I17000T17499,17000-17499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I17500T17999,17500-17999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I18000T18499,18000-18499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I18500T18999,18500-18999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I19000T19499,19000-19499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I19500T19999,19500-19999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I1T4999,1-4999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I20000T20499,20000-20499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I20500T20999,20500-20999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I21000T21499,21000-21499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I21500T21999,21500-21999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I22000T22499,22000-22499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I22500T22999,22500-22999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I23000T23499,23000-23499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I23500T23999,23500-23999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I24000T24499,24000-24499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I5000T5499,5000-5499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I5500T5999,5500-5999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I6000T6499,6000-6499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I6500T6999,6500-6999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I7000T7499,7000-7499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I7500T7999,7500-7999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I8000T8499,8000-8499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I8500T8999,8500-8999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I9000T9499,9000-9499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I9500T9999,9500-9999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I_GE24500,24500+,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I_T,Celkem,0.0
PK_SD,Starobní důchod SD,T,Celkem,2020,I_X,Neudáno,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I10000T10499,10000-10499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I10500T10999,10500-10999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I11000T11499,11000-11499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I11500T11999,11500-11999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I12000T12199,12000-12199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I12200T12399,12200-12399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I12400T12599,12400-12599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I12600T12799,12600-12799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I12800T12999,12800-12999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I13000T13199,13000-13199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I13200T13399,13200-13399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I13400T13599,13400-13599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I13600T13799,13600-13799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I13800T13999,13800-13999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I14000T14199,14000-14199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I14200T14399,14200-14399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I14400T14599,14400-14599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I14600T14799,14600-14799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I14800T14999,14800-14999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I15000T15199,15000-15199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I15200T15399,15200-15399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I15400T15599,15400-15599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I15600T15799,15600-15799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I15800T15999,15800-15999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I16000T16199,16000-16199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I16200T16399,16200-16399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I16400T16599,16400-16599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I16600T16799,16600-16799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I16800T16999,16800-16999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I17000T17499,17000-17499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I17500T17999,17500-17999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I18000T18499,18000-18499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I18500T18999,18500-18999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I19000T19499,19000-19499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I19500T19999,19500-19999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I1T4999,1-4999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I20000T20499,20000-20499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I20500T20999,20500-20999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I21000T21499,21000-21499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I21500T21999,21500-21999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I22000T22499,22000-22499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I22500T22999,22500-22999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I23000T23499,23000-23499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I23500T23999,23500-23999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I24000T24499,24000-24499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I5000T5499,5000-5499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I5500T5999,5500-5999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I6000T6499,6000-6499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I6500T6999,6500-6999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I7000T7499,7000-7499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I7500T7999,7500-7999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I8000T8499,8000-8499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I8500T8999,8500-8999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I9000T9499,9000-9499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I9500T9999,9500-9999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I_GE24500,24500+,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I_T,Celkem,0.0
PK_SD,Starobní důchod SD,T,Celkem,2021,I_X,Neudáno,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I10000T10499,10000-10499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I10500T10999,10500-10999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I11000T11499,11000-11499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I11500T11999,11500-11999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I12000T12199,12000-12199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I12200T12399,12200-12399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I12400T12599,12400-12599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I12600T12799,12600-12799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I12800T12999,12800-12999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I13000T13199,13000-13199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I13200T13399,13200-13399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I13400T13599,13400-13599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I13600T13799,13600-13799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I13800T13999,13800-13999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I14000T14199,14000-14199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I14200T14399,14200-14399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I14400T14599,14400-14599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I14600T14799,14600-14799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I14800T14999,14800-14999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I15000T15199,15000-15199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I15200T15399,15200-15399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I15400T15599,15400-15599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I15600T15799,15600-15799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I15800T15999,15800-15999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I16000T16199,16000-16199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I16200T16399,16200-16399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I16400T16599,16400-16599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I16600T16799,16600-16799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I16800T16999,16800-16999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I17000T17499,17000-17499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I17500T17999,17500-17999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I18000T18499,18000-18499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I18500T18999,18500-18999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I19000T19499,19000-19499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I19500T19999,19500-19999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I1T4999,1-4999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I20000T20499,20000-20499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I20500T20999,20500-20999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I21000T21499,21000-21499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I21500T21999,21500-21999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I22000T22499,22000-22499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I22500T22999,22500-22999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I23000T23499,23000-23499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I23500T23999,23500-23999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I24000T24499,24000-24499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I5000T5499,5000-5499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I5500T5999,5500-5999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I6000T6499,6000-6499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I6500T6999,6500-6999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I7000T7499,7000-7499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I7500T7999,7500-7999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I8000T8499,8000-8499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I8500T8999,8500-8999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I9000T9499,9000-9499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I9500T9999,9500-9999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I_GE24500,24500+,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I_T,Celkem,0.0
PK_SD,Starobní důchod SD,T,Celkem,2022,I_X,Neudáno,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I10000T10499,10000-10499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I10500T10999,10500-10999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I11000T11499,11000-11499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I11500T11999,11500-11999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I12000T12199,12000-12199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I12200T12399,12200-12399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I12400T12599,12400-12599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I12600T12799,12600-12799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I12800T12999,12800-12999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I13000T13199,13000-13199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I13200T13399,13200-13399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I13400T13599,13400-13599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I13600T13799,13600-13799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I13800T13999,13800-13999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I14000T14199,14000-14199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I14200T14399,14200-14399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I14400T14599,14400-14599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I14600T14799,14600-14799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I14800T14999,14800-14999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I15000T15199,15000-15199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I15200T15399,15200-15399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I15400T15599,15400-15599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I15600T15799,15600-15799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I15800T15999,15800-15999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I16000T16199,16000-16199,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I16200T16399,16200-16399,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I16400T16599,16400-16599,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I16600T16799,16600-16799,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I16800T16999,16800-16999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I17000T17499,17000-17499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I17500T17999,17500-17999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I18000T18499,18000-18499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I18500T18999,18500-18999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I19000T19499,19000-19499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I19500T19999,19500-19999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I1T4999,1-4999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I20000T20499,20000-20499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I20500T20999,20500-20999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I21000T21499,21000-21499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I21500T21999,21500-21999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I22000T22499,22000-22499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I22500T22999,22500-22999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I23000T23499,23000-23499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I23500T23999,23500-23999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I24000T24499,24000-24499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I5000T5499,5000-5499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I5500T5999,5500-5999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I6000T6499,6000-6499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I6500T6999,6500-6999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I7000T7499,7000-7499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I7500T7999,7500-7999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I8000T8499,8000-8499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I8500T8999,8500-8999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I9000T9499,9000-9499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I9500T9999,9500-9999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I_GE24500,24500+,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I_T,Celkem,0.0
PK_SD,Starobní důchod SD,T,Celkem,2023,I_X,Neudáno,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I10000T10999,10000-10999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I11000T11499,11000-11499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I11500T11999,11500-11999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I12000T12499,12000-12499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I12500T12999,12500-12999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I13000T13499,13000-13499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I13500T13999,13500-13999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I14000T14499,14000-14499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I14500T14999,14500-14999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I15000T15499,15000-15499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I15500T15999,15500-15999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I16000T16499,16000-16499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I16500T16999,16500-16999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I17000T17499,17000-17499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I17500T17999,17500-17999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I18000T18499,18000-18499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I18500T18999,18500-18999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I19000T19499,19000-19499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I19500T19999,19500-19999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I1T4999,1-4999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I20000T20499,20000-20499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I20500T20999,20500-20999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I21000T21499,21000-21499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I21500T21999,21500-21999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I22000T22499,22000-22499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I22500T22999,22500-22999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I23000T23499,23000-23499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I23500T23999,23500-23999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I24000T24499,24000-24499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I24500T24999,24500-24999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I25000T25499,25000-25499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I25500T25999,25500-25999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I26000T26499,26000-26499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I26500T26999,26500-26999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I27000T27499,27000-27499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I27500T27999,27500-27999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I28000T28499,28000-28499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I28500T28999,28500-28999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I29000T29499,29000-29499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I29500T29999,29500-29999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I30000T30499,30000-30499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I30500T30999,30500-30999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I31000T31499,31000-31499,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I31500T31999,31500-31999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I32000T32999,32000-32999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I33000T33999,33000-33999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I34000T34999,34000-34999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I35000T35999,35000-35999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I36000T36999,36000-36999,0.0
PK_SD,Starobní důchod SD,T,Celkem,2024,I37000T37999,37000-37999,0.0
